Server ID,Sponsor,Server Name,Timestamp,Distance,Ping,Download,Upload,Share,IP Address
8253,"Chickasaw Telecommunications Services, Inc.","Stillwater, OK",2020-10-24T05:04:14.161678Z,2.201631926437134,29.01,15915813.7539834,15195473.450210778,,139.78.243.128
8253,"Chickasaw Telecommunications Services, Inc.","Stillwater, OK",2020-10-24T05:09:37.791378Z,2.201631926437134,29.033,16611638.399805607,13495428.90005387,,139.78.243.128
17751,OneNet,"Oklahoma City, OK",2020-10-24T05:15:01.365018Z,81.53229805048018,31.528,16556652.535459377,15831477.872281963,,139.78.243.128
8253,"Chickasaw Telecommunications Services, Inc.","Stillwater, OK",2020-10-24T05:20:25.395797Z,2.201631926437134,29.182,15754954.524007533,13947247.887640469,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-24T05:25:49.012649Z,80.02316648825371,27.702,16892806.262046378,14150255.754384315,,139.78.243.128
8253,"Chickasaw Telecommunications Services, Inc.","Stillwater, OK",2020-10-24T05:31:13.722657Z,2.201631926437134,28.36,16151359.76011066,13931241.039384497,,139.78.243.128
8253,"Chickasaw Telecommunications Services, Inc.","Stillwater, OK",2020-10-24T05:36:37.579500Z,2.201631926437134,29.19,16149613.396141324,15459743.521770513,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-24T05:42:01.192917Z,80.02316648825371,27.61,16760940.812921982,14096912.846175276,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-24T05:47:24.882442Z,80.02316648825371,27.617,16680031.873032138,15538357.64676459,,139.78.243.128
8253,"Chickasaw Telecommunications Services, Inc.","Stillwater, OK",2020-10-24T05:52:48.428184Z,2.201631926437134,28.829,16366746.25397999,15365730.524990996,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-24T05:58:11.981791Z,80.02316648825371,27.721,16715704.060041027,15558396.029005328,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-24T06:03:35.934490Z,80.02316648825371,30.763,16943237.73788117,15402444.506690197,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-24T06:08:59.596745Z,80.02316648825371,27.708,16755271.374435302,15419219.267785538,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-24T06:14:23.253514Z,80.02316648825371,27.768,16719645.728544692,15722521.950117845,,139.78.243.128
8253,"Chickasaw Telecommunications Services, Inc.","Stillwater, OK",2020-10-24T06:19:46.919930Z,2.201631926437134,28.994,14701910.200097553,15775404.081052158,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-24T06:25:11.444300Z,80.02316648825371,27.75,16778032.76012474,15737811.74052794,,139.78.243.128
17751,OneNet,"Oklahoma City, OK",2020-10-24T06:30:35.624775Z,81.53229805048018,28.397,16733015.080775743,13914929.481077692,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-24T06:35:59.348644Z,80.02316648825371,27.787,16864555.60908692,15401350.997004675,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-24T06:41:23.145162Z,80.02316648825371,27.613,16842328.05720978,15809273.010449335,,139.78.243.128
17751,OneNet,"Oklahoma City, OK",2020-10-24T06:46:46.758864Z,81.53229805048018,27.65,16620503.475748034,15551474.44050197,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-24T06:52:10.340285Z,80.02316648825371,30.831,16534123.648091644,15746447.111574799,,139.78.243.128
8253,"Chickasaw Telecommunications Services, Inc.","Stillwater, OK",2020-10-24T06:57:34.013824Z,2.201631926437134,28.786,16448742.590774557,15325725.964599676,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-24T07:02:57.734884Z,80.02316648825371,27.65,16673821.06285023,15791555.540627416,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-24T07:08:26.484220Z,80.02316648825371,27.485,16846605.704743017,15245024.839864464,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-24T07:13:50.132549Z,80.02316648825371,27.58,16609225.414434187,15674087.998540089,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-24T07:19:14.028172Z,80.02316648825371,27.554,16782029.21341847,15236269.40976916,,139.78.243.128
8253,"Chickasaw Telecommunications Services, Inc.","Stillwater, OK",2020-10-24T07:24:37.697981Z,2.201631926437134,29.573,16357238.48046633,15282797.724048844,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-24T07:30:01.286355Z,80.02316648825371,27.699,16780807.411895595,15777551.440725006,,139.78.243.128
8253,"Chickasaw Telecommunications Services, Inc.","Stillwater, OK",2020-10-24T07:35:24.901794Z,2.201631926437134,29.322,15712377.27227769,15590955.546902614,,139.78.243.128
8253,"Chickasaw Telecommunications Services, Inc.","Stillwater, OK",2020-10-24T07:40:48.394179Z,2.201631926437134,29.179,16340120.214505926,15356551.76283294,,139.78.243.128
17751,OneNet,"Oklahoma City, OK",2020-10-24T07:46:12.041732Z,81.53229805048018,28.673,16844318.157281317,15524598.926137488,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-24T07:51:35.862324Z,80.02316648825371,27.554,16893016.57249787,12829320.15639813,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-24T07:56:59.633353Z,80.02316648825371,27.798,16901027.738533583,14889121.370529082,,139.78.243.128
8253,"Chickasaw Telecommunications Services, Inc.","Stillwater, OK",2020-10-24T08:02:23.483661Z,2.201631926437134,28.919,16348612.253167132,15419845.021545464,,139.78.243.128
