Server ID,Sponsor,Server Name,Timestamp,Distance,Ping,Download,Upload,Share,IP Address
11232,Sprint,"Enid, OK",2020-10-22T05:01:54.633982Z,80.02316648825371,27.782,16812309.43155595,15791591.7313657,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-22T05:07:18.306461Z,80.02316648825371,27.645,16625057.302943772,14084608.698206583,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-22T05:12:41.866110Z,80.02316648825371,30.841,16604396.646459587,15359291.966163218,,139.78.243.128
17751,OneNet,"Oklahoma City, OK",2020-10-22T05:18:05.588749Z,81.53229805048018,30.978,16618143.059530979,15636737.616696555,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-22T05:23:29.246951Z,80.02316648825371,27.923,16586313.965370387,15658725.59568529,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-22T05:28:53.476545Z,80.02316648825371,27.882,16647211.081563162,14652894.828989143,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-22T05:34:17.325706Z,80.02316648825371,27.527,16598325.226581864,14515659.274402777,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-22T05:39:41.134664Z,80.02316648825371,27.692,16788813.198577173,15788370.68920579,,139.78.243.128
8253,"Chickasaw Telecommunications Services, Inc.","Stillwater, OK",2020-10-22T05:45:09.739674Z,2.201631926437134,30.278,16340655.03050059,15333668.304394953,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-22T05:50:33.395135Z,80.02316648825371,27.82,16833626.64589762,15898436.850923346,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-22T05:55:56.964428Z,80.02316648825371,27.739,16486560.081426525,15260682.328760145,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-22T06:01:20.725152Z,80.02316648825371,27.556,16701041.248926777,15811989.706597747,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-22T06:06:44.543285Z,80.02316648825371,27.665,16816944.843547996,15875572.110611979,,139.78.243.128
