Server ID,Sponsor,Server Name,Timestamp,Distance,Ping,Download,Upload,Share,IP Address
20013,OneNet,"Tulsa, OK",2020-10-30T16:42:12.265256Z,96.36979543178545,26.854,16527809.852332251,13438638.678020766,,139.78.243.128
20013,OneNet,"Tulsa, OK",2020-10-30T21:17:33.899909Z,96.36979543178545,26.834,16775854.992032206,14127323.852153149,,139.78.243.128
17751,OneNet,"Oklahoma City, OK",2020-10-30T21:22:57.629229Z,81.53229805048018,28.348,16871959.321291946,13742439.387606293,,139.78.243.128
32726,Oklahoma Christian University,"Edmond, OK",2020-10-30T21:28:21.625008Z,62.37523584600814,27.969,15156454.222840317,10364549.74451311,,139.78.243.128
32726,Oklahoma Christian University,"Edmond, OK",2020-10-30T21:33:45.245927Z,62.37523584600814,27.969,15456683.990180561,14097147.187290866,,139.78.243.128
17751,OneNet,"Oklahoma City, OK",2020-10-30T21:39:08.732029Z,81.53229805048018,27.851,16762716.429740733,13956085.51743128,,139.78.243.128
32726,Oklahoma Christian University,"Edmond, OK",2020-10-30T21:44:32.229980Z,62.37523584600814,27.807,16389483.15157392,13483864.910194887,,139.78.243.128
32726,Oklahoma Christian University,"Edmond, OK",2020-10-30T21:49:55.949987Z,62.37523584600814,27.428,16429125.312096579,14236139.904783122,,139.78.243.128
17751,OneNet,"Oklahoma City, OK",2020-10-30T21:55:19.494294Z,81.53229805048018,28.163,16649300.461908612,13688082.887435064,,139.78.243.128
32726,Oklahoma Christian University,"Edmond, OK",2020-10-30T22:00:43.083000Z,62.37523584600814,30.642,16554992.10537438,14264406.72373553,,139.78.243.128
32726,Oklahoma Christian University,"Edmond, OK",2020-10-30T22:06:06.568441Z,62.37523584600814,27.31,15920785.874061134,14169964.811320474,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-30T22:11:31.219211Z,80.02316648825371,28.462,16953010.585898917,14078658.747698605,,139.78.243.128
32726,Oklahoma Christian University,"Edmond, OK",2020-10-30T22:16:54.694568Z,62.37523584600814,27.613,15856269.884361729,11883769.176273929,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-30T22:22:18.782705Z,80.02316648825371,27.414,16617459.092036845,15308107.10042134,,139.78.243.128
20013,OneNet,"Tulsa, OK",2020-10-30T22:27:47.630179Z,96.36979543178545,29.945,16749556.945686653,13409916.637571651,,139.78.243.128
20013,OneNet,"Tulsa, OK",2020-10-30T22:33:16.394160Z,96.36979543178545,26.821,16753541.64134759,14072950.58953389,,139.78.243.128
30663,Salina Spavinaw Telephone Co.,"Salina, OK",2020-10-30T22:38:40.082199Z,172.72148226375714,27.815,16549018.05222942,13932262.776842041,,139.78.243.128
20013,OneNet,"Tulsa, OK",2020-10-30T22:44:03.748761Z,96.36979543178545,27.037,16560714.743110295,14267960.30691129,,139.78.243.128
