Server ID,Sponsor,Server Name,Timestamp,Distance,Ping,Download,Upload,Share,IP Address
11232,Sprint,"Enid, OK",2020-10-23T05:00:44.646473Z,80.02316648825371,27.69,16670970.872844445,15668952.302413687,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-23T05:06:08.204146Z,80.02316648825371,27.639,16814917.473221608,13441230.595348313,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-23T05:11:31.772927Z,80.02316648825371,27.659,16716259.401675215,13933357.928554442,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-23T05:16:55.420805Z,80.02316648825371,27.641,16727845.03399922,14063682.06447366,,139.78.243.128
8253,"Chickasaw Telecommunications Services, Inc.","Stillwater, OK",2020-10-23T05:22:19.111675Z,2.201631926437134,29.106,16215377.764110215,15579889.083706634,,139.78.243.128
8253,"Chickasaw Telecommunications Services, Inc.","Stillwater, OK",2020-10-23T05:27:42.725690Z,2.201631926437134,29.195,16067167.549206909,15171057.928165456,,139.78.243.128
8253,"Chickasaw Telecommunications Services, Inc.","Stillwater, OK",2020-10-23T05:33:06.450454Z,2.201631926437134,29.259,16734656.92710359,13603838.626201047,,139.78.243.128
17751,OneNet,"Oklahoma City, OK",2020-10-23T05:38:30.016532Z,81.53229805048018,31.287,16718249.233999982,14032976.82893592,,139.78.243.128
8253,"Chickasaw Telecommunications Services, Inc.","Stillwater, OK",2020-10-23T05:43:54.040032Z,2.201631926437134,29.268,16599195.359940257,13572435.30609272,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-23T05:49:17.526004Z,80.02316648825371,27.605,16829478.575655267,14181292.735345015,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-23T05:54:41.179081Z,80.02316648825371,27.74,16659436.61284924,14115922.699629065,,139.78.243.128
17751,OneNet,"Oklahoma City, OK",2020-10-23T06:00:04.871898Z,81.53229805048018,28.342,16678030.81922451,15666225.590191146,,139.78.243.128
17751,OneNet,"Oklahoma City, OK",2020-10-23T06:05:33.424605Z,81.53229805048018,27.507,16401144.236881008,15481516.382705498,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-23T06:10:57.448161Z,80.02316648825371,27.59,16754622.32210243,15686457.883598948,,139.78.243.128
11232,Sprint,"Enid, OK",2020-10-23T06:16:20.968166Z,80.02316648825371,28.236,16789571.124909405,15328433.48238548,,139.78.243.128
